OBJECTID,nazev,rid,fakulta_pracoviste,nazev_studijniho_programu,kod_sp,nazev_studijniho_oboru,kod_so,celkem_cr,celkem_khk,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,nazev_ulice,cislo_domovni,typ_cisla_domovniho,cislo_orientacni,psc,www,wkt,x,y,dp_id
1,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,B6202,,,145,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS1
2,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,N6202,,,321,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS2
3,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,B6202,Veřejná správa a regionální rozvoj,6202R065,33,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS3
4,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Hospodářská politika a správa,N6202,Veřejná správa a regionální rozvoj,6202T065,36,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS4
5,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Veřejná správa a regionální rozvoj,B0312A050002,,,146,44,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS5
6,Česká zemědělská univerzita v Praze,41110,Provozně ekonomická fakulta,Veřejná správa a regionální rozvoj,N0312A050002,,,265,49,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Veverkova ,1343,č.p.,,50002,https://www.pef.czu.cz/cs/r-17582-uchazeci/r-19592-centra-vzdelavani-v-regionech/r-10033-cv-hradec-kralove,POINT(50.2064533  15.8148219),15.8148219,50.2064533,AVS6
7,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Anglický jazyk se zaměřením na vzdělávání,B0114A090004,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS7
8,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Český jazyk a literatura se zaměřením na vzdělávání,B0114A090005,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS8
9,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Etická výchova se zaměřením na vzdělávání,B0114A300052,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS9
10,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,,,35,35,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS10
11,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,P7310,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS11
12,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Cizí jazyky pro cestovní ruch - anglický jazyk,7310R228,13,13,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS12
13,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Cizí jazyky pro cestovní ruch - německý jazyk,7310R230,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS13
14,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,B7310,Jazyková a literární kultura,7202R001,20,20,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS14
15,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Filologie,P7310,Teorie a dějiny české literatury,8106V004,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS15
16,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Hra na nástroj se zaměřením na vzdělávání,B0114A300054,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS16
17,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Hudební kultura se zaměřením na vzdělávání,B0114A300055,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS17
18,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Humanitní studia,B6107,,,22,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS18
19,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Humanitní studia,B6107,Transkulturní komunikace,7507R090,22,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS19
20,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Pedagogika předškolního věku se zaměřením na děti se speciálními potřebami,N0112A300001,,,22,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS20
21,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Předškolní a mimoškolní pedagogika,N7531,,,8,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS21
22,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Předškolní a mimoškolní pedagogika,N7531,Pedagogika předškolního věku,7501T010,8,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS22
23,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,,,189,189,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS23
24,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,,,74,74,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS24
25,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,,,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS25
26,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Český jazyk se zaměřením na vzdělávání,7507R037,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS26
27,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Grafická tvorba - multimédia,7507R057,13,13,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS27
28,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Historie se zaměřením na vzdělávání,7105R056,16,16,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS28
29,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Hudební kultura se zaměřením na vzdělávání,7507R029,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS29
30,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,Hudební teorie a pedagogika,7501V005,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS30
31,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,P7507,Informační a komunikační technologie ve vzdělávání,7507V066,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS31
32,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Náboženská výchova a etika,7501R023,8,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS32
33,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Ruský jazyk se zaměřením na vzdělávání,7507R060,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS33
34,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální komunikace v neziskovém sektoru,7507R095,12,12,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS34
35,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální patologie a prevence,7502R008,57,57,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS35
36,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,Sociální pedagogika,7502T011,63,63,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS36
37,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Sociální pedagogika se zaměřením na výchovnou práci v etopedických zařízeních,7505R023,30,30,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS37
38,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Společenské vědy se zaměřením na vzdělávání,7507R030,7,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS38
39,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Tělesná výchova a sport se zaměřením na vzdělávání,7507R043,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS39
40,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Učitelství praktického vyučování,7504R271,10,10,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS40
41,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Učitelství pro mateřské školy,7531R001,16,16,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS41
42,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,N7507,Učitelství výtvarné výchovy pro základní umělecké školy a střední školy,7504T338,11,11,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS42
43,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Uměleckopedagogické studium - textilní tvorba,7507R006,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS43
44,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Specializace v pedagogice,B7507,Výtvarná tvorba se zaměřením na vzdělávání,7507R032,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS44
45,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,,,44,44,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS45
46,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,Speciální pedagogika – intervence,7506R052,22,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS46
47,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Speciální pedagogika,B7506,Výchovná práce ve speciálních zařízeních,7506R025,22,22,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS47
48,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Tělesná výchova se zaměřením na vzdělávání,B0114A300058,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS48
49,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Transkulturní komunikace,N0288A100001,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS49
50,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro 2. stupeň základních škol,N0114A300051,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS50
51,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro mateřské školy,B0112A300001,,,19,19,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS51
52,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N0114A300053,,,14,14,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS52
