OBJECTID,nazev,rid,fakulta_pracoviste,nazev_studijniho_programu,kod_sp,nazev_studijniho_oboru,kod_so,celkem_cr,celkem_khk,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,nazev_ulice,cislo_domovni,typ_cisla_domovniho,cislo_orientacni,psc,www,wkt,x,y,dp_id
53,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,,,14,14,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS53
54,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - dějepis,7504T256,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS54
55,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - hudební výchova,7504T259,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS55
56,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - informatika,7504T261,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS56
57,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - tělesná výchova,7504T265,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS57
58,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - výtvarná výchova,7504T266,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS58
59,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - základy společenských věd,7504T267,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS59
60,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro střední školy,N7504,Učitelství pro střední školy - základy techniky,7504T113,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS60
61,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,,,101,101,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS61
62,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,,,6,6,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS62
63,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 1. stupeň základní školy,7503T047,66,66,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS63
64,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň základních škol - anglický jazyk a literatura,7503T160,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS64
65,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň základních škol - ruský jazyk a literatura,7503T164,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS65
66,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - anglický jazyk,7503T063,10,10,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS66
67,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - biologie,7503T064,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS67
68,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - biologie,7503T064,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS68
69,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - český jazyk,7503T065,7,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS69
70,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - dějepis,7503T066,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS70
71,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - francouzský jazyk,7503T067,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS71
72,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - fyzika,7503T068,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS72
73,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - hudební výchova,7503T069,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS73
74,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - hudební výchova,7503T069,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS74
75,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - informatika,7503T071,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS75
76,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - matematika,7503T072,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS76
77,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - německý jazyk,7503T073,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS77
78,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,N7503,Učitelství pro 2. stupeň ZŠ - občanská nauka,7503T074,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS78
79,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro základní školy,M7503,Učitelství pro 2. stupeň ZŠ - ruský jazyk,7503T075,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS79
80,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Učitelství pro ZUŠ – hra na nástroj a sólový zpěv,N0114A300050,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS80
81,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Vychovatelství,B7505,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS81
82,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Vychovatelství,B7505,Pedagogika volného času se zaměřením na tělesnou výchovu a sport,7505R019,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS82
83,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Výtvarná tvorba se zaměřením na vzdělávání,B0114A300057,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS83
84,Univerzita  Hradec Králové,18440,Pedagogická fakulta,Základy techniky se zaměřením na vzdělávání,B0114A300056,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,301,č.p.,,50002,https://www.uhk.cz/cs/pedagogicka-fakulta/pdf,POINT(50.2095147  15.8267314),15.8267314,50.2095147,AVS84
85,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,B1802,,,61,61,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS85
86,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,N1802,,,33,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS86
87,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,P1802,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS87
88,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,B1802,Aplikovaná informatika,1802R001,61,61,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS88
89,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,N1802,Aplikovaná informatika,1802T001,33,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS89
90,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Aplikovaná informatika,P1802,Aplikovaná informatika,1802V001,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS90
91,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B0413A050021,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS91
92,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,,,77,77,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS92
93,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,Finanční management,6208R113,37,37,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS93
94,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Ekonomika a management,B6208,Management cestovního ruchu,6501R012,40,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS94
95,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Informační management,B0688A140001,,,33,33,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS95
96,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Informační management,N0688A140001,,,59,59,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS96
97,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Information Management,B0688A140002,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS97
98,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,B6209,,,18,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS98
99,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,N6209,,,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS99
100,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,P6209,,,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS100
101,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,P6209,Informační a znalostní management,6209V014,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS101
102,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,B6209,Informační management,6209R015,18,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS102
103,Univerzita  Hradec Králové,18450,Fakulta informatiky a managementu,Systémové inženýrství a informatika,N6209,Informační management,6209T015,5,5,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1249,č.p.,6,50003,https://www.uhk.cz/cs/fakulta-informatiky-a-managementu/fim,POINT(50.2043000  15.8294000),15.8294,50.2043,AVS103
104,Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,B0222A120009,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS104
105,Univerzita  Hradec Králové,18460,Filozofická fakulta,Archeologie,B7109,,,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,náměstí Svobody ,331,č.p.,2,50002,https://www.uhk.cz/cs/filozoficka-fakulta/ff,POINT(50.2099128  15.8265475),15.8265475,50.2099128,AVS105
